Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status,brand,name,defaultimage,baseprice,jewelrytype,material
mchic-colorful-beaded-choker-necklace-for-women-boho-large-square-acrylic-beaded-necklace-stainless-steel-adjustable-surfer-beach-strand-necklaces-summer-handmade-jewelry-gift-for-women,Mchic Colorful Beaded Choker Necklace for Women: Boho Large Square Acrylic Beaded Necklace Stainless Steel Adjustable Surfer Beach Strand Necklaces Summer Handmade Jewelry Gift for Women,<p><strong>Mchic Mchic Colorful Beaded Choker Necklace for Women: Boho Large Square Acrylic Beaded Necklace Stainless Steel Adjustable Surfer Beach Strand Necklaces Summer Handmade Jewelry Gift for Women</strong>. Type: Necklace. Material: Stainless Steel.</p>,Mchic,necklace,"necklace, stainless_steel, mchic, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,MCHIC-MCHICCOLOR-NA-OS,30,shopify,100,deny,manual,344770,413724,TRUE,TRUE,https://m.media-amazon.com/images/I/61kmJUEI19L._AC_SY300_SX300_QL70_FMwebp_.jpg,1,Mchic Colorful Beaded Choker Necklace for Women: Boho Large Square Acrylic Beaded Necklace Stainless Steel Adjustable Surfer Beach Strand Necklaces Summer Handmade Jewelry Gift for Women,FALSE,Mchic Colorful Beaded Choker Necklace for Women: Boho Large Square Acrylic Beaded Necklace Stainless Steel Adjustable Surfer Beach Strand Necklaces Summer Handmade Jewelry Gift for Women | Mchic,Shop Mchic Colorful Beaded Choker Necklace for Women: Boho Large Square Acrylic Beaded Necklace Stainless Steel Adjustable Surfer Beach Strand Necklaces Summer Handmade Jewelry Gift for Women by Mchic. Necklace in Stainless Steel.,active,Mchic,Mchic Colorful Beaded Choker Necklace for Women: Boho Large Square Acrylic Beaded Necklace Stainless Steel Adjustable Surfer Beach Strand Necklaces Summer Handmade Jewelry Gift for Women,https://m.media-amazon.com/images/I/61kmJUEI19L._AC_SY300_SX300_QL70_FMwebp_.jpg,344770,necklace,stainless_steel
mothers-day-gifts-for-mom-infinity-cross-necklace-for-women-14k-gold-plated-necklace-unique-trendy-cross-pendant-jewelry-non-tarnish-waterproof-christian-jewelry-first-communion-confirmation-easter-gifts,"Mothers Day Gifts for Mom Infinity Cross Necklace for Women, 14K Gold Plated Necklace Unique Trendy Cross Pendant Jewelry, Non Tarnish & Waterproof Christian Jewelry - First Communion Confirmation Easter Gifts","<p><strong>Poxtex Mothers Day Gifts for Mom Infinity Cross Necklace for Women, 14K Gold Plated Necklace Unique Trendy Cross Pendant Jewelry, Non Tarnish & Waterproof Christian Jewelry - First Communion Confirmation Easter Gifts</strong>. Type: Pendant. Material: Gold 14K.</p>",Poxtex,pendant,"pendant, gold_14k, poxtex, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,POXTEX-MOTHERSDAY-NA-OS,30,shopify,100,deny,manual,298770,358524,TRUE,TRUE,https://m.media-amazon.com/images/I/6111n2f1VxL._AC_SY300_SX300_QL70_FMwebp_.jpg,1,"Mothers Day Gifts for Mom Infinity Cross Necklace for Women, 14K Gold Plated Necklace Unique Trendy Cross Pendant Jewelry, Non Tarnish & Waterproof Christian Jewelry - First Communion Confirmation Easter Gifts",FALSE,"Mothers Day Gifts for Mom Infinity Cross Necklace for Women, 14K Gold Plated Necklace Unique Trendy Cross Pendant Jewelry, Non Tarnish & Waterproof Christian Jewelry - First Communion Confirmation Easter Gifts | Poxtex","Shop Mothers Day Gifts for Mom Infinity Cross Necklace for Women, 14K Gold Plated Necklace Unique Trendy Cross Pendant Jewelry, Non Tarnish & Waterproof Christian Jewelry - First Communion Confirmation Easter Gifts by Poxtex. Pendant in Gold 14K.",active,Poxtex,"Mothers Day Gifts for Mom Infinity Cross Necklace for Women, 14K Gold Plated Necklace Unique Trendy Cross Pendant Jewelry, Non Tarnish & Waterproof Christian Jewelry - First Communion Confirmation Easter Gifts",https://m.media-amazon.com/images/I/6111n2f1VxL._AC_SY300_SX300_QL70_FMwebp_.jpg,298770,pendant,gold_14k
love-knot-necklace-sterling-silver-diamond-accent-love-knot-pendant-necklace-forever-love-knot-infinity-necklace-for-women,"Love Knot Necklace, Sterling Silver Diamond Accent Love Knot Pendant Necklace, Forever Love Knot Infinity Necklace for Women","<p><strong>Alsanix Love Knot Necklace, Sterling Silver Diamond Accent Love Knot Pendant Necklace, Forever Love Knot Infinity Necklace for Women</strong>. Type: Pendant. Material: Sterling Silver.</p>",Alsanix,pendant,"pendant, sterling_silver, alsanix, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,ALSANIX-LOVEKNOTNE-NA-OS,30,shopify,100,deny,manual,229770,275724,TRUE,TRUE,https://m.media-amazon.com/images/I/51VdcVhhOVL._AC_SY300_SX300_QL70_FMwebp_.jpg,1,"Love Knot Necklace, Sterling Silver Diamond Accent Love Knot Pendant Necklace, Forever Love Knot Infinity Necklace for Women",FALSE,"Love Knot Necklace, Sterling Silver Diamond Accent Love Knot Pendant Necklace, Forever Love Knot Infinity Necklace for Women | Alsanix","Shop Love Knot Necklace, Sterling Silver Diamond Accent Love Knot Pendant Necklace, Forever Love Knot Infinity Necklace for Women by Alsanix. Pendant in Sterling Silver.",active,Alsanix,"Love Knot Necklace, Sterling Silver Diamond Accent Love Knot Pendant Necklace, Forever Love Knot Infinity Necklace for Women",https://m.media-amazon.com/images/I/51VdcVhhOVL._AC_SY300_SX300_QL70_FMwebp_.jpg,229770,pendant,sterling_silver
pavoi-14k-gold-plated-engraved-coin-pendant-necklaces-for-women-byzantine-coin-pendants-bohemian-necklace,PAVOI 14K Gold Plated Engraved Coin Pendant Necklaces for Women | Byzantine Coin Pendants | Bohemian Necklace,<p><strong>Pavoi PAVOI 14K Gold Plated Engraved Coin Pendant Necklaces for Women | Byzantine Coin Pendants | Bohemian Necklace</strong>. Type: Pendant. Material: Gold 14K.</p>,Pavoi,pendant,"pendant, gold_14k, pavoi, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,PAVOI-PAVOI14KGO-NA-OS,30,shopify,100,deny,manual,343850,412620,TRUE,TRUE,https://m.media-amazon.com/images/I/718RuSrfvbS._AC_SY300_SX300_QL70_FMwebp_.jpg,1,PAVOI 14K Gold Plated Engraved Coin Pendant Necklaces for Women | Byzantine Coin Pendants | Bohemian Necklace,FALSE,PAVOI 14K Gold Plated Engraved Coin Pendant Necklaces for Women | Byzantine Coin Pendants | Bohemian Necklace | Pavoi,Shop PAVOI 14K Gold Plated Engraved Coin Pendant Necklaces for Women | Byzantine Coin Pendants | Bohemian Necklace by Pavoi. Pendant in Gold 14K.,active,Pavoi,PAVOI 14K Gold Plated Engraved Coin Pendant Necklaces for Women | Byzantine Coin Pendants | Bohemian Necklace,https://m.media-amazon.com/images/I/718RuSrfvbS._AC_SY300_SX300_QL70_FMwebp_.jpg,343850,pendant,gold_14k
pavoi-14k-gold-plated-dainty-chunky-bubble-initial-letter-pendant-necklace-for-women-alphabet-letter-necklace,PAVOI 14K Gold Plated Dainty Chunky Bubble Initial Letter Pendant Necklace for Women | Alphabet Letter Necklace,<p><strong>Pavoi PAVOI 14K Gold Plated Dainty Chunky Bubble Initial Letter Pendant Necklace for Women | Alphabet Letter Necklace</strong>. Type: Pendant. Material: Gold 14K.</p>,Pavoi,pendant,"pendant, gold_14k, pavoi, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,PAVOI-PAVOI14KGO-NA-OS,30,shopify,100,deny,manual,424350,509220,TRUE,TRUE,https://m.media-amazon.com/images/I/61e2dXYW55L._AC_SY300_SX300_QL70_FMwebp_.jpg,1,PAVOI 14K Gold Plated Dainty Chunky Bubble Initial Letter Pendant Necklace for Women | Alphabet Letter Necklace,FALSE,PAVOI 14K Gold Plated Dainty Chunky Bubble Initial Letter Pendant Necklace for Women | Alphabet Letter Necklace | Pavoi,Shop PAVOI 14K Gold Plated Dainty Chunky Bubble Initial Letter Pendant Necklace for Women | Alphabet Letter Necklace by Pavoi. Pendant in Gold 14K.,active,Pavoi,PAVOI 14K Gold Plated Dainty Chunky Bubble Initial Letter Pendant Necklace for Women | Alphabet Letter Necklace,https://m.media-amazon.com/images/I/61e2dXYW55L._AC_SY300_SX300_QL70_FMwebp_.jpg,424350,pendant,gold_14k
monozo-gold-cross-necklace-for-women-girls-14k-gold-plated-layered-cross-necklace-tiny-sideway-choker-cz-necklaces-for-women-trendy-christian-baptism-religious-faith-jewelry-gifts,"MONOZO Gold Cross Necklace for Women Girls, 14K Gold Plated Layered Cross Necklace Tiny Sideway Choker CZ Necklaces for Women Trendy Christian Baptism Religious Faith Jewelry Gifts","<p><strong>Monozo MONOZO Gold Cross Necklace for Women Girls, 14K Gold Plated Layered Cross Necklace Tiny Sideway Choker CZ Necklaces for Women Trendy Christian Baptism Religious Faith Jewelry Gifts</strong>. Type: Pendant. Material: Gold 14K.</p>",Monozo,pendant,"pendant, gold_14k, monozo, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,MONOZO-MONOZOGOLD-NA-OS,30,shopify,100,deny,manual,183770,220524,TRUE,TRUE,https://m.media-amazon.com/images/I/51dWpQoH1xL._AC_SY300_SX300_QL70_FMwebp_.jpg,1,"MONOZO Gold Cross Necklace for Women Girls, 14K Gold Plated Layered Cross Necklace Tiny Sideway Choker CZ Necklaces for Women Trendy Christian Baptism Religious Faith Jewelry Gifts",FALSE,"MONOZO Gold Cross Necklace for Women Girls, 14K Gold Plated Layered Cross Necklace Tiny Sideway Choker CZ Necklaces for Women Trendy Christian Baptism Religious Faith Jewelry Gifts | Monozo","Shop MONOZO Gold Cross Necklace for Women Girls, 14K Gold Plated Layered Cross Necklace Tiny Sideway Choker CZ Necklaces for Women Trendy Christian Baptism Religious Faith Jewelry Gifts by Monozo. Pendant in Gold 14K.",active,Monozo,"MONOZO Gold Cross Necklace for Women Girls, 14K Gold Plated Layered Cross Necklace Tiny Sideway Choker CZ Necklaces for Women Trendy Christian Baptism Religious Faith Jewelry Gifts",https://m.media-amazon.com/images/I/51dWpQoH1xL._AC_SY300_SX300_QL70_FMwebp_.jpg,183770,pendant,gold_14k
turandoss-mothers-day-gifts-for-mom-daughter-gold-cross-necklace-for-women-girls-dainty-14k-gold-plated-cross-necklace-infinity-cz-holy-mary-medal-necklaces-for-women-mothers-day-gifts-for-mom,"Turandoss Mothers Day Gifts for Mom Daughter Gold Cross Necklace for Women Girls, Dainty 14K Gold Plated Cross Necklace Infinity CZ Holy Mary Medal Necklaces for Women Mothers Day Gifts for Mom","<p><strong>Turandoss Turandoss Mothers Day Gifts for Mom Daughter Gold Cross Necklace for Women Girls, Dainty 14K Gold Plated Cross Necklace Infinity CZ Holy Mary Medal Necklaces for Women Mothers Day Gifts for Mom</strong>. Type: Pendant. Material: Gold 14K.</p>",Turandoss,pendant,"pendant, gold_14k, turandoss, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,TURANDOS-TURANDOSSM-NA-OS,30,shopify,100,deny,manual,229770,275724,TRUE,TRUE,https://m.media-amazon.com/images/I/617bFSg20sL._AC_SY300_SX300_QL70_FMwebp_.jpg,1,"Turandoss Mothers Day Gifts for Mom Daughter Gold Cross Necklace for Women Girls, Dainty 14K Gold Plated Cross Necklace Infinity CZ Holy Mary Medal Necklaces for Women Mothers Day Gifts for Mom",FALSE,"Turandoss Mothers Day Gifts for Mom Daughter Gold Cross Necklace for Women Girls, Dainty 14K Gold Plated Cross Necklace Infinity CZ Holy Mary Medal Necklaces for Women Mothers Day Gifts for Mom | Turandoss","Shop Turandoss Mothers Day Gifts for Mom Daughter Gold Cross Necklace for Women Girls, Dainty 14K Gold Plated Cross Necklace Infinity CZ Holy Mary Medal Necklaces for Women Mothers Day Gifts for Mom by Turandoss. Pendant in Gold 14K.",active,Turandoss,"Turandoss Mothers Day Gifts for Mom Daughter Gold Cross Necklace for Women Girls, Dainty 14K Gold Plated Cross Necklace Infinity CZ Holy Mary Medal Necklaces for Women Mothers Day Gifts for Mom",https://m.media-amazon.com/images/I/617bFSg20sL._AC_SY300_SX300_QL70_FMwebp_.jpg,229770,pendant,gold_14k
tewiky-gold-chain-necklace-for-women-14k-gold-plated-thin-beaded-wave-box-chain-necklace-dainty-gold-necklace-simple-layered-gold-choker-necklaces-minimalist-gold-link-chain-necklace-trendy-jewelry-for-women,"Tewiky Gold Chain Necklace for Women, 14k Gold Plated Thin Beaded Wave Box Chain Necklace Dainty Gold Necklace Simple Layered Gold Choker Necklaces Minimalist Gold Link Chain Necklace Trendy Jewelry for Women","<p><strong>Tewiky Tewiky Gold Chain Necklace for Women, 14k Gold Plated Thin Beaded Wave Box Chain Necklace Dainty Gold Necklace Simple Layered Gold Choker Necklaces Minimalist Gold Link Chain Necklace Trendy Jewelry for Women</strong>. Type: Necklace. Material: Gold 14K.</p>",Tewiky,necklace,"necklace, gold_14k, tewiky, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,TEWIKY-TEWIKYGOLD-NA-OS,30,shopify,100,deny,manual,206770,248124,TRUE,TRUE,https://m.media-amazon.com/images/I/513Y9lUDSPL._AC_SY300_SX300_QL70_FMwebp_.jpg,1,"Tewiky Gold Chain Necklace for Women, 14k Gold Plated Thin Beaded Wave Box Chain Necklace Dainty Gold Necklace Simple Layered Gold Choker Necklaces Minimalist Gold Link Chain Necklace Trendy Jewelry for Women",FALSE,"Tewiky Gold Chain Necklace for Women, 14k Gold Plated Thin Beaded Wave Box Chain Necklace Dainty Gold Necklace Simple Layered Gold Choker Necklaces Minimalist Gold Link Chain Necklace Trendy Jewelry for Women | Tewiky","Shop Tewiky Gold Chain Necklace for Women, 14k Gold Plated Thin Beaded Wave Box Chain Necklace Dainty Gold Necklace Simple Layered Gold Choker Necklaces Minimalist Gold Link Chain Necklace Trendy Jewelry for Women by Tewiky. Necklace in Gold 14K.",active,Tewiky,"Tewiky Gold Chain Necklace for Women, 14k Gold Plated Thin Beaded Wave Box Chain Necklace Dainty Gold Necklace Simple Layered Gold Choker Necklaces Minimalist Gold Link Chain Necklace Trendy Jewelry for Women",https://m.media-amazon.com/images/I/513Y9lUDSPL._AC_SY300_SX300_QL70_FMwebp_.jpg,206770,necklace,gold_14k
pavoi-14k-gold-plated-post-faux-diamond-round-solitaire-pendant-halo-necklace-gold-necklace-for-women-slider-adjustable,PAVOI 14K Gold Plated Post Faux Diamond Round Solitaire Pendant Halo Necklace | Gold Necklace for Women | Slider Adjustable,<p><strong>Pavoi PAVOI 14K Gold Plated Post Faux Diamond Round Solitaire Pendant Halo Necklace | Gold Necklace for Women | Slider Adjustable</strong>. Type: Pendant. Material: Gold 14K.</p>,Pavoi,pendant,"pendant, gold_14k, pavoi, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,PAVOI-PAVOI14KGO-NA-OS,30,shopify,100,deny,manual,309350,371220,TRUE,TRUE,https://m.media-amazon.com/images/I/71OAJvtDOmL._AC_SY300_SX300_QL70_FMwebp_.jpg,1,PAVOI 14K Gold Plated Post Faux Diamond Round Solitaire Pendant Halo Necklace | Gold Necklace for Women | Slider Adjustable,FALSE,PAVOI 14K Gold Plated Post Faux Diamond Round Solitaire Pendant Halo Necklace | Gold Necklace for Women | Slider Adjustable | Pavoi,Shop PAVOI 14K Gold Plated Post Faux Diamond Round Solitaire Pendant Halo Necklace | Gold Necklace for Women | Slider Adjustable by Pavoi. Pendant in Gold 14K.,active,Pavoi,PAVOI 14K Gold Plated Post Faux Diamond Round Solitaire Pendant Halo Necklace | Gold Necklace for Women | Slider Adjustable,https://m.media-amazon.com/images/I/71OAJvtDOmL._AC_SY300_SX300_QL70_FMwebp_.jpg,309350,pendant,gold_14k
cde-mothers-day-gifts-forever-love-heart-necklaces-for-women-wedding-anniversary-valentinesbirthday-mothers-christmas-day-gifts-for-mom-mother-wife-s925-silver-jewelry-with-birthstone-pendant,"CDE Mothers Day Gifts Forever Love Heart Necklaces for Women, Wedding Anniversary, Valentine's，Birthday Mothers Christmas Day Gifts for Mom, Mother, Wife, S925 Silver Jewelry with Birthstone Pendant","<p><strong>Cde CDE Mothers Day Gifts Forever Love Heart Necklaces for Women, Wedding Anniversary, Valentine's，Birthday Mothers Christmas Day Gifts for Mom, Mother, Wife, S925 Silver Jewelry with Birthstone Pendant</strong>. Type: Pendant. Material: Sterling Silver.</p>",Cde,pendant,"pendant, sterling_silver, cde, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,CDE-CDEMOTHERS-NA-OS,30,shopify,100,deny,manual,781540,937848,TRUE,TRUE,https://m.media-amazon.com/images/I/81uLVoA7k6L._AC_SY300_SX300_QL70_FMwebp_.jpg,1,"CDE Mothers Day Gifts Forever Love Heart Necklaces for Women, Wedding Anniversary, Valentine's，Birthday Mothers Christmas Day Gifts for Mom, Mother, Wife, S925 Silver Jewelry with Birthstone Pendant",FALSE,"CDE Mothers Day Gifts Forever Love Heart Necklaces for Women, Wedding Anniversary, Valentine's，Birthday Mothers Christmas Day Gifts for Mom, Mother, Wife, S925 Silver Jewelry with Birthstone Pendant | Cde","Shop CDE Mothers Day Gifts Forever Love Heart Necklaces for Women, Wedding Anniversary, Valentine's，Birthday Mothers Christmas Day Gifts for Mom, Mother, Wife, S925 Silver Jewelry with Birthstone Pendant by Cde. Pendant in Sterling Silver.",active,Cde,"CDE Mothers Day Gifts Forever Love Heart Necklaces for Women, Wedding Anniversary, Valentine's，Birthday Mothers Christmas Day Gifts for Mom, Mother, Wife, S925 Silver Jewelry with Birthstone Pendant",https://m.media-amazon.com/images/I/81uLVoA7k6L._AC_SY300_SX300_QL70_FMwebp_.jpg,781540,pendant,sterling_silver
layered-necklaces-for-women-dainty-gold-necklace-stack-14k-gold-plated-layering-cz-chain-choker-necklaces-for-women-trendy-simple-non-tarnish-gold-necklaces-set-fashion-bridal-prom-jewelry,"Layered Necklaces for Women, Dainty Gold Necklace Stack 14k Gold Plated Layering CZ Chain Choker Necklaces for Women Trendy Simple Non Tarnish Gold Necklaces Set Fashion Bridal Prom Jewelry","<p><strong>Fwlisesa Layered Necklaces for Women, Dainty Gold Necklace Stack 14k Gold Plated Layering CZ Chain Choker Necklaces for Women Trendy Simple Non Tarnish Gold Necklaces Set Fashion Bridal Prom Jewelry</strong>. Type: Ring. Material: Gold 14K.</p>",Fwlisesa,ring,"ring, gold_14k, fwlisesa, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,FWLISESA-LAYEREDNEC-NA-OS,30,shopify,100,deny,manual,310270,372324,TRUE,TRUE,https://m.media-amazon.com/images/I/61WnF+gClSL._AC_SY300_SX300_QL70_FMwebp_.jpg,1,"Layered Necklaces for Women, Dainty Gold Necklace Stack 14k Gold Plated Layering CZ Chain Choker Necklaces for Women Trendy Simple Non Tarnish Gold Necklaces Set Fashion Bridal Prom Jewelry",FALSE,"Layered Necklaces for Women, Dainty Gold Necklace Stack 14k Gold Plated Layering CZ Chain Choker Necklaces for Women Trendy Simple Non Tarnish Gold Necklaces Set Fashion Bridal Prom Jewelry | Fwlisesa","Shop Layered Necklaces for Women, Dainty Gold Necklace Stack 14k Gold Plated Layering CZ Chain Choker Necklaces for Women Trendy Simple Non Tarnish Gold Necklaces Set Fashion Bridal Prom Jewelry by Fwlisesa. Ring in Gold 14K.",active,Fwlisesa,"Layered Necklaces for Women, Dainty Gold Necklace Stack 14k Gold Plated Layering CZ Chain Choker Necklaces for Women Trendy Simple Non Tarnish Gold Necklaces Set Fashion Bridal Prom Jewelry",https://m.media-amazon.com/images/I/61WnF+gClSL._AC_SY300_SX300_QL70_FMwebp_.jpg,310270,ring,gold_14k
layered-necklaces-for-women-14k-gold-plated-stackable-choker-necklace-set-dainty-jewelry-gift,Layered Necklaces for Women | 14K Gold Plated Stackable Choker Necklace Set - Dainty Jewelry Gift,<p><strong>Jursena Layered Necklaces for Women | 14K Gold Plated Stackable Choker Necklace Set - Dainty Jewelry Gift</strong>. Type: Pendant. Material: Gold 14K.</p>,Jursena,pendant,"pendant, gold_14k, jursena, jewelry, fine jewelry",TRUE,Metal Color,Default,Size / Length,One Size,JURSENA-LAYEREDNEC-NA-OS,30,shopify,100,deny,manual,148810,178572,TRUE,TRUE,https://m.media-amazon.com/images/I/614sjzXt92L._AC_SY300_SX300_QL70_FMwebp_.jpg,1,Layered Necklaces for Women | 14K Gold Plated Stackable Choker Necklace Set - Dainty Jewelry Gift,FALSE,Layered Necklaces for Women | 14K Gold Plated Stackable Choker Necklace Set - Dainty Jewelry Gift | Jursena,Shop Layered Necklaces for Women | 14K Gold Plated Stackable Choker Necklace Set - Dainty Jewelry Gift by Jursena. Pendant in Gold 14K.,active,Jursena,Layered Necklaces for Women | 14K Gold Plated Stackable Choker Necklace Set - Dainty Jewelry Gift,https://m.media-amazon.com/images/I/614sjzXt92L._AC_SY300_SX300_QL70_FMwebp_.jpg,148810,pendant,gold_14k
